ชื่อร้านค้า,CodeCustomer,จำนวนทั้งหมด,ยอดบิลนี้,ค้างจ่ายเก่า,ยอดรวมเงิน,จ่ายเงินสดวันนี้,โอนจ่ายต่อหน้า,จ่ายค้าง,โอนจ่ายที่หลัง,จ่ายค้างโอนต่อหน้า,จ่ายค้างเงินสด,ค้างจ่ายวันนี้,เครดิต,ค้างจ่ายใหม่,Status,Status3,Status2,ImageSaleSite,ชื่อเรื่อง,รหัสการขาย,YMD,Minute,TimeStamp,IDcode,No,LineCar,เหลี่ยมใหญ่,กลมใหญ่,กลมเล็ก,บดหยาบ,บดละเอียด,Latitude,Longitude,ID-CodeName,สอบค้าง,เก็บสอบ,นอนสอบ,ค้างกระสอบรวม
ชุมแพสนุกเกอร์ 2,101871.0,2.0,80.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,80.0,0,ค้างจ่าย,0,,อาคม,2568-08-29-111-11-06-25-53,2025-08-29,06:25:53,29/08/2025 06:25:53,111.0,,11.0,2.0,,,,,16.572145,102.09307833,ID-1111,0.0,,,0.0
ร้านของชำสบายดี,100263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,น้ำแข็งเหลือ,,อาคม,2568-08-29-111-11-06-33-37,2025-08-29,06:33:37,29/08/2025 06:33:37,111.0,,11.0,,,,,,16.578295,102.10938833,ID-1111,0.0,,,0.0
ร้านผลไม้พี่น้ำ,100265.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-06-47-23,2025-08-29,06:47:23,29/08/2025 06:47:23,111.0,,11.0,,,,1.0,,16.57500333,102.11007833,ID-1111,0.0,,,0.0
ร้านพรทิพย์ชานมไข่มุก,102002.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-29-111-11-06-48-34,2025-08-29,06:48:34,29/08/2025 06:48:34,111.0,,11.0,,,,,,16.57457,102.10991833,ID-1111,0.0,,,0.0
ร้านราชาหมูกระทะ&หอยแครง,100266.0,3.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-06-58-54,2025-08-29,06:58:55,29/08/2025 06:58:55,111.0,,11.0,1.0,,,2.0,,16.57561333,102.11154167,ID-1111,2.0,,,2.0
ร้านดอกไม้พี่ดาว,101534.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-29-111-11-07-04-30,2025-08-29,07:04:29,29/08/2025 07:04:29,111.0,,11.0,,,,,,16.57118667,102.108635,ID-1111,0.0,,,0.0
ร้านก๋วยเตี๋ยวหมูแม่อ๊อด,100269.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-07-13-34,2025-08-29,07:13:35,29/08/2025 07:13:35,111.0,,11.0,,1.0,,,,16.57026833,102.11200333,ID-1111,0.0,,,0.0
ร้านชาไข่มุกบ้านสุขสมบูรณ์  ,100268.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-07-13-44,2025-08-29,07:13:44,29/08/2025 07:13:44,111.0,,11.0,,,,1.0,,16.57026833,102.11200333,ID-1111,0.0,,,0.0
ร้านของชำแม่บุญนำ,100270.0,3.0,90.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-07-20-50,2025-08-29,07:20:50,29/08/2025 07:20:50,111.0,,11.0,3.0,,,,,16.572275,102.11855333,ID-1111,0.0,,,0.0
ร้านTPหม่าล่าพี่หนิง,100271.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-07-30-24,2025-08-29,07:30:24,29/08/2025 07:30:24,111.0,,11.0,,,,1.0,,16.56567333,102.11010167,ID-1111,0.0,,,0.0
ร้านส้มตำไก่ย่างแม่ตุ่ม,100272.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-07-41-35,2025-08-29,07:41:35,29/08/2025 07:41:35,111.0,,11.0,,,,1.0,,16.56034,102.11192333,ID-1111,0.0,,,0.0
ร้านชำตายาย ,100273.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-29-111-11-07-43-42,2025-08-29,07:43:41,29/08/2025 07:43:41,111.0,,11.0,,,,,,16.56070167,102.10841833,ID-1111,0.0,,,0.0
ร้านลาบขมต้มแซ่บแม่ไล,102047.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ร้านปิด,,อาคม,2568-08-29-111-11-07-47-28,2025-08-29,07:47:27,29/08/2025 07:47:27,111.0,,11.0,,,,,,16.55536833,102.10857,ID-1111,0.0,,,0.0
ร้านบ้านพี่นนท์,100275.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-29-111-11-07-48-07,2025-08-29,07:48:07,29/08/2025 07:48:07,111.0,,11.0,,,,,,16.55536167,102.10812833,ID-1111,0.0,,,0.0
ร้านของชำแม่ทองมา,100277.0,3.0,90.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-08-03-35,2025-08-29,08:03:36,29/08/2025 08:03:36,111.0,,11.0,3.0,,,,,16.55464,102.10635667,ID-1111,0.0,,,0.0
ร้านอยู่เย็นคาเฟ่​,101851.0,1.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-08-18-41,2025-08-29,08:18:41,29/08/2025 08:18:41,111.0,,11.0,,,1.0,,,16.55203667,102.10827833,ID-1111,0.0,,,0.0
ร้านไก่ย่างบิ๊กตู่,100278.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-08-23-59,2025-08-29,08:23:58,29/08/2025 08:23:58,111.0,,11.0,1.0,,,,,16.55005833,102.11190167,ID-1111,0.0,,,0.0
ร้านก๋วยเตี๋ยวยายพัด,100279.0,2.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-08-28-00,2025-08-29,08:28:00,29/08/2025 08:28:00,111.0,,11.0,1.0,,,1.0,,16.549535,102.11186833,ID-1111,0.0,,,0.0
ร้านถูกดี นำโชค,100280.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-29-111-11-08-28-08,2025-08-29,08:28:08,29/08/2025 08:28:08,111.0,,11.0,,,,,,16.549535,102.11186833,ID-1111,0.0,,,0.0
ร้านของชำตาแดง,100281.0,6.0,150.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-08-38-07,2025-08-29,08:38:08,29/08/2025 08:38:08,111.0,,11.0,6.0,,,,,16.54900333,102.11175333,ID-1111,0.0,,,0.0
ร้านครัวข้าวหอม,101593.0,4.0,140.0,0.0,140.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-08-57-51,2025-08-29,08:57:51,29/08/2025 08:57:51,111.0,,11.0,,,,,4.0,16.54609333,102.11099667,ID-1111,0.0,,,0.0
ร้านก๋วยจั๊บอุบลห้องแอร์,100283.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-08-57-59,2025-08-29,08:57:59,29/08/2025 08:57:59,111.0,,11.0,,,1.0,,,16.54609,102.111005,ID-1111,0.0,,,0.0
ร้านต้มยำไข่หวาน สระบุรี,100284.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-09-07-20,2025-08-29,09:07:20,29/08/2025 09:07:20,111.0,,11.0,,,2.0,,,16.54502,102.11043833,ID-1111,0.0,,,0.0
ร้านตำตุ๊ปุ๊,100287.0,2.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-09-18-17,2025-08-29,09:18:17,29/08/2025 09:18:17,111.0,,11.0,,,,2.0,,16.54298333,102.10941167,ID-1111,0.0,,,0.0
ร้านนานาอาหารป่า,100294.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ร้านปิด,,อาคม,2568-08-29-111-11-09-24-22,2025-08-29,09:24:22,29/08/2025 09:24:22,111.0,,11.0,,,,,,16.53541167,102.11115,ID-1111,0.0,,,0.0
ร้านสบายๆข้าวแกง,100293.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ร้านปิด,,อาคม,2568-08-29-111-11-09-24-35,2025-08-29,09:24:35,29/08/2025 09:24:35,111.0,,11.0,,,,,,16.53530333,102.11185667,ID-1111,0.0,,,0.0
ร้านเขียงหมูเจ๊หนิง,100292.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-09-28-54,2025-08-29,09:28:53,29/08/2025 09:28:53,111.0,,11.0,,,,1.0,,16.53374,102.11505833,ID-1111,0.0,,,0.0
ร้านโดนใจ ศิริจรรยา มินิมาร์ท,100291.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,น้ำแข็งเหลือ,,อาคม,2568-08-29-111-11-09-38-04,2025-08-29,09:38:04,29/08/2025 09:38:04,111.0,,11.0,,,,,,16.53274167,102.11443,ID-1111,0.0,,,0.0
ร้านข้าวแกงเจ๊แต๋ว,100295.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-09-42-51,2025-08-29,09:42:51,29/08/2025 09:42:51,111.0,,11.0,,,,1.0,,16.53643333,102.11291,ID-1111,0.0,,,0.0
ร้านJJของชำ,100296.0,3.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-09-50-04,2025-08-29,09:50:04,29/08/2025 09:50:04,111.0,,11.0,3.0,,,,,16.536785,102.11296167,ID-1111,0.0,,,0.0
ร้านตามสั่งครัวคุณยาย,100297.0,2.0,60.0,120.0,180.0,100.0,0.0,40.0,0.0,0.0,40.0,0.0,0.0,80.0,รับเงินสด,ค้างจ่าย,จ่ายค้างเก่า,,อาคม,2568-08-29-111-11-09-53-42,2025-08-29,09:53:42,29/08/2025 09:53:42,111.0,,11.0,2.0,,,,,16.537795,102.11311333,ID-1111,0.0,,,0.0
ร้านลูกชิ้นทอดแม่สุ,100298.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-10-00-32,2025-08-29,10:00:32,29/08/2025 10:00:32,111.0,,11.0,,,,1.0,,16.53785167,102.112735,ID-1111,0.0,,,0.0
ร้านของชำแม่ทองหยาด,100299.0,1.0,30.0,0.0,30.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-10-00-49,2025-08-29,10:00:49,29/08/2025 10:00:49,111.0,,11.0,1.0,,,,,16.53785167,102.112735,ID-1111,0.0,,,0.0
ร้านหมาล่าแลนมาค,100488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-29-111-11-10-08-41,2025-08-29,10:08:41,29/08/2025 10:08:41,111.0,,11.0,,,,,,16.53999833,102.11358,ID-1111,0.0,,,0.0
ร้านของชำแม่สุธิ,100301.0,3.0,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-10-13-39,2025-08-29,10:13:39,29/08/2025 10:13:39,111.0,,11.0,3.0,,,,,16.54329,102.11520833,ID-1111,0.0,,,0.0
ร้านลูกชิ้นพี่ตุ๊ก,101962.0,1.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-10-21-46,2025-08-29,10:21:45,29/08/2025 10:21:45,111.0,,11.0,,,,1.0,,16.54636833,102.10977833,ID-1111,0.0,,,0.0
ร้านเท็นโน ชาบู,100303.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-10-27-17,2025-08-29,10:27:17,29/08/2025 10:27:17,111.0,,11.0,1.0,,,,,16.545315,102.10916,ID-1111,0.0,,,0.0
ร้านห้องเสื้ออาภรณ์,100302.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-10-27-27,2025-08-29,10:27:27,29/08/2025 10:27:27,111.0,,11.0,,,,1.0,,16.545315,102.10916,ID-1111,0.0,,,0.0
ร้านของชำแม่น้อย,100305.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-10-39-31,2025-08-29,10:39:31,29/08/2025 10:39:31,111.0,,11.0,1.0,,,,,16.548805,102.10884167,ID-1111,0.0,,,0.0
ร้านข้าวกล่องเจ๊นุช,100306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ร้านปิด,,อาคม,2568-08-29-111-11-10-39-46,2025-08-29,10:39:46,29/08/2025 10:39:46,111.0,,11.0,,,,,,16.54889667,102.10882167,ID-1111,0.0,,,0.0
ร้านไก่สดแม่พร,100307.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-10-40-48,2025-08-29,10:40:48,29/08/2025 10:40:48,111.0,,11.0,,,,1.0,,16.54889667,102.10882167,ID-1111,0.0,,,0.0
ร้านแหนมคลุกคุณยายเสถียน,100314.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-10-48-34,2025-08-29,10:48:34,29/08/2025 10:48:34,111.0,,11.0,,,,1.0,,16.55048167,102.10839167,ID-1111,0.0,,,0.0
ร้านอาหารตามสั่งแม่แสง,100315.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-10-53-36,2025-08-29,10:53:36,29/08/2025 10:53:36,111.0,,11.0,,,1.0,,,16.55127,102.10828333,ID-1111,0.0,,,0.0
ร้านกล้วยทอดคุณยาย,100309.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ไม่ซื้อ,,อาคม,2568-08-29-111-11-11-01-47,2025-08-29,11:01:48,29/08/2025 11:01:48,111.0,,11.0,,,,,,16.548865,102.106955,ID-1111,0.0,,,0.0
ร้านเจ๊ติ่งขนมไทย,100310.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-11-08-14,2025-08-29,11:08:15,29/08/2025 11:08:15,111.0,,11.0,,,,1.0,,16.54774167,102.10495667,ID-1111,-4.0,,,-4.0
ร้านดอกหญ้ามินิมาร์ท,100311.0,8.0,210.0,150.0,360.0,360.0,0.0,150.0,0.0,0.0,150.0,0.0,0.0,0.0,รับเงินสด,0,จ่ายค้างเก่า,,อาคม,2568-08-29-111-11-11-22-03,2025-08-29,11:22:03,29/08/2025 11:22:03,111.0,,11.0,8.0,,,,,16.547535,102.10678333,ID-1111,0.0,,,0.0
ร้านถุงเงิน,100312.0,3.0,90.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-11-27-02,2025-08-29,11:27:02,29/08/2025 11:27:02,111.0,,11.0,3.0,,,,,16.54749667,102.10713833,ID-1111,0.0,,,0.0
ร้านผลไม้แม่แอ๊ด,100313.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-11-34-55,2025-08-29,11:34:55,29/08/2025 11:34:55,111.0,,11.0,,,,2.0,,16.54761,102.10737,ID-1111,0.0,,,0.0
ร้านไอศครีมกะทิสด,102194.0,1.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-11-37-19,2025-08-29,11:37:19,29/08/2025 11:37:19,111.0,,11.0,,,,1.0,,16.54713667,102.10865333,ID-1111,0.0,,,0.0
ร้านกาแฟหน้าบ้าน,100282.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ร้านปิด,,อาคม,2568-08-29-111-11-11-37-27,2025-08-29,11:37:27,29/08/2025 11:37:27,111.0,,11.0,,,,,,16.54713667,102.10865333,ID-1111,0.0,,,0.0
ร้านก๋วยเตี๋ยวเรือแม่คำหยาด,102051.0,1.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-11-44-50,2025-08-29,11:44:51,29/08/2025 11:44:51,111.0,,11.0,1.0,,,,,16.55282333,102.10338833,ID-1111,0.0,,,0.0
ร้านแม่อ้อก๋วยเตี๋ยวต้มยำ,100317.0,1.0,30.0,60.0,90.0,90.0,0.0,60.0,0.0,0.0,60.0,0.0,0.0,0.0,รับเงินสด,0,จ่ายค้างเก่า,,อาคม,2568-08-29-111-11-11-52-30,2025-08-29,11:52:29,29/08/2025 11:52:29,111.0,,11.0,1.0,,,,,16.55405167,102.09220167,ID-1111,0.0,,,0.0
ร้านไก่ทอดแม่พิน,100319.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-11-59-16,2025-08-29,11:59:16,29/08/2025 11:59:16,111.0,,11.0,1.0,,,,,16.55078667,102.09090833,ID-1111,2.0,,,2.0
ร้านของชำแม่สุภี,100321.0,3.0,90.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-12-05-04,2025-08-29,12:05:04,29/08/2025 12:05:04,111.0,,11.0,2.0,,,1.0,,16.55033167,102.091645,ID-1111,0.0,,,0.0
ครัวยายอุ่น,100320.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-12-08-56,2025-08-29,12:08:56,29/08/2025 12:08:56,111.0,,11.0,,,1.0,,,16.54985167,102.09192833,ID-1111,-4.0,,,-4.0
อู่ญาเซอร์วิส,100316.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ร้านปิด,,อาคม,2568-08-29-111-11-12-54-24,2025-08-29,12:54:24,29/08/2025 12:54:24,111.0,,11.0,,,,,,16.566345,102.105885,ID-1111,0.0,,,0.0
ร้านของชำจินดาช็อป,100264.0,6.0,200.0,335.0,535.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,335.0,รับเงินสด,ค้างจ่าย,0,,อาคม,2568-08-29-111-11-12-59-06,2025-08-29,12:59:07,29/08/2025 12:59:07,111.0,,11.0,5.0,,,1.0,,16.57831333,102.10982667,ID-1111,0.0,,,0.0
ร้านรุ่งเรืองการค้า,100324.0,6.0,175.0,245.0,420.0,175.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,245.0,รับเงินสด,ค้างจ่าย,0,,อาคม,2568-08-29-111-11-13-14-04,2025-08-29,13:14:04,29/08/2025 13:14:04,111.0,,11.0,6.0,,,,,16.56015833,102.10399,ID-1111,0.0,,,0.0
ร้านโปรด,100323.0,2.0,70.0,140.0,210.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,รับเงินสด,ค้างจ่าย,0,,อาคม,2568-08-29-111-11-13-23-08,2025-08-29,13:23:08,29/08/2025 13:23:08,111.0,,11.0,2.0,,,,,16.55076333,102.10098333,ID-1111,0.0,,,0.0
ร้านกาแฟ Mind Tea,100304.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-13-33-55,2025-08-29,13:33:55,29/08/2025 13:33:55,111.0,,11.0,,,2.0,,,16.54833667,102.108965,ID-1111,0.0,,,0.0
ร้านข้าวมันไก่ นครปฐม,100285.0,5.0,150.0,0.0,150.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-13-46-14,2025-08-29,13:46:14,29/08/2025 13:46:14,111.0,,11.0,1.0,,4.0,,,16.54331833,102.10958333,ID-1111,0.0,,,0.0
ร้านนัมเบอร์วัน บาร์,100325.0,6.0,200.0,170.0,370.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,รับเงินสด,ค้างจ่าย,0,,อาคม,2568-08-29-111-11-14-04-30,2025-08-29,14:04:30,29/08/2025 14:04:30,111.0,,11.0,4.0,,2.0,,,16.54267167,102.109235,ID-1111,0.0,,,0.0
ร้านกาแฟแม่เจี๊ยบ,100288.0,1.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-14-05-33,2025-08-29,14:05:33,29/08/2025 14:05:33,111.0,,11.0,,,1.0,,,16.54267833,102.10926333,ID-1111,0.0,,,0.0
ร้านสุขสันต์เกล็ดหิมะ,100387.0,3.0,120.0,0.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,0.0,120.0,0,ค้างจ่าย,0,,อาคม,2568-08-29-111-11-16-03-16,2025-08-29,16:03:16,29/08/2025 16:03:16,111.0,,11.0,,,,3.0,,16.52411703,102.06850772,ID-1111,0.0,,,0.0
ขาจรน้ำแข็ง 40 บาท,910040.0,4.0,160.0,0.0,160.0,160.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-16-03-27,2025-08-29,16:03:27,29/08/2025 16:03:27,111.0,,11.0,2.0,,,2.0,,16.52411703,102.06850772,ID-1111,0.0,,,0.0
ขาจรน้ำแข็ง 30 บาท,910030.0,2.0,60.0,,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-16-04-49,2025-08-29,16:04:49,29/08/2025 16:04:49,111.0,,11.0,2.0,,,,,16.52411703,102.06850842,ID-1111,,,,0.0
ร้านโดนใจ ศิริจรรยา มินิมาร์ท,100291.0,2.0,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-29-111-11-16-09-16,2025-08-29,16:09:16,29/08/2025 16:09:16,111.0,,11.0,,,,2.0,,16.524117,102.068508,ID-1111,0.0,,,0.0
ร้านพรนี,100379.0,1.0,40.0,0.0,40.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-30-111-11-05-21-31,2025-08-30,05:21:31,30/08/2025 05:21:31,111.0,,11.0,1.0,,,,,16.54872167,102.102125,ID-1111,0.0,,,0.0
ร้านมาวินชานมไข่มุก,101970.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,ร้านปิด,,อาคม,2568-08-30-111-11-05-24-56,2025-08-30,05:24:57,30/08/2025 05:24:57,111.0,,11.0,,,,,,16.54959667,102.104255,ID-1111,0.0,,,0.0
ร้านลาบป.7,100257.0,10.0,300.0,0.0,300.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-30-111-11-05-35-13,2025-08-30,05:35:13,30/08/2025 05:35:13,111.0,,11.0,,1.0,,9.0,,16.57576667,102.10843333,ID-1111,0.0,,,0.0
ร้านเขียงปลาแม่หน่อย,100258.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-30-111-11-06-04-35,2025-08-30,06:04:35,30/08/2025 06:04:35,111.0,,11.0,,,,1.0,,16.57712167,102.08934167,ID-1111,0.0,,,0.0
ร้านพ่อสักกับข้าวเย็น,100259.0,1.0,35.0,0.0,35.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-30-111-11-06-16-31,2025-08-30,06:16:31,30/08/2025 06:16:31,111.0,,11.0,,,,1.0,,16.57840167,102.08887667,ID-1111,0.0,,,0.0
ร้านไก่ต้มน้ำปลาแม่สมรักษ์,100261.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-30-111-11-06-16-41,2025-08-30,06:16:42,30/08/2025 06:16:42,111.0,,11.0,,,,2.0,,16.57840167,102.08887667,ID-1111,-1.0,,,-1.0
ร้านสลัดผักผลไม้พี่แต๊ก,100260.0,2.0,70.0,0.0,70.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,รับเงินสด,0,0,,อาคม,2568-08-30-111-11-06-16-51,2025-08-30,06:16:51,30/08/2025 06:16:51,111.0,,11.0,,,,2.0,,16.57840167,102.08887667,ID-1111,-2.0,,,-2.0
